img,label
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01140.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01140.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01170.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01170.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01200.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01200.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01230.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01230.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01260.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01260.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01290.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01290.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01320.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01320.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01350.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01350.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01380.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01380.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01410.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01410.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01440.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01440.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01470.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01470.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01500.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01500.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01530.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01530.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01560.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01560.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01590.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01590.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01620.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01620.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01650.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01650.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01680.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01680.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01710.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01710.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01740.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01740.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01770.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01770.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01800.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01800.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01830.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01830.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01860.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01860.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01890.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01890.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01920.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01920.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01950.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01950.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01980.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01980.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02010.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02010.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02040.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02040.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02070.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02070.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02100.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02100.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02130.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02130.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02160.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02160.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02190.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02190.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02220.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02220.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02250.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02250.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02280.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02280.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02310.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02310.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02340.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02340.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02370.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02370.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_02400.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_02400.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04350.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04350.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04380.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04380.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04410.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04410.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04440.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04440.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04470.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04470.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04500.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04500.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04530.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04530.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04560.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04560.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04590.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04590.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04620.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04620.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04650.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04650.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04680.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04680.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04710.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04710.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04740.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04740.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04770.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04770.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04800.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04800.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04830.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04830.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04860.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04860.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04890.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04890.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04920.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04920.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04950.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04950.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_04980.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_04980.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05010.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05010.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05040.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05040.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05070.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05070.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05100.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05100.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05130.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05130.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05160.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05160.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05190.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05190.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05220.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05220.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05250.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05250.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05280.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05280.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05310.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05310.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05340.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05340.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05370.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05370.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05400.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05400.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05430.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05430.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05460.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05460.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05490.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05490.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05520.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05520.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05550.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05550.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05580.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05580.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05610.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05610.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05640.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05640.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05670.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05670.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05700.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05700.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05730.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05730.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05760.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05760.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05790.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05790.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05820.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05820.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05850.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05850.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05880.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05880.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05910.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05910.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05940.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05940.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_05970.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_05970.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06000.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06000.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06030.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06030.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06060.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06060.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06090.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06090.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06120.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06120.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06150.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06150.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06180.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06180.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06210.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06210.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06240.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06240.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06270.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06270.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06300.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06300.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06330.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06330.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06360.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06360.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06390.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06390.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06420.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06420.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06450.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06450.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06480.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06480.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06510.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06510.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06540.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06540.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06570.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06570.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06600.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06600.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06630.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06630.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06660.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06660.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06690.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06690.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06720.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06720.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06750.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06750.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06780.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06780.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06810.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06810.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06840.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06840.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06870.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06870.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06900.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06900.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06930.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06930.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06960.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06960.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_06990.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_06990.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07020.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07020.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07050.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07050.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07080.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07080.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07110.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07110.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07140.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07140.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07170.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07170.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07200.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07200.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07230.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07230.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07260.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07260.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07290.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07290.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07320.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07320.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07350.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07350.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07380.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07380.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07410.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07410.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07440.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07440.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07470.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07470.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07500.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07500.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07530.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07530.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07560.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07560.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07590.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07590.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07620.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07620.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07650.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07650.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07680.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07680.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07710.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07710.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07740.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07740.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07770.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07770.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07800.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07800.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07830.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07830.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07860.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07860.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07890.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07890.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_07920.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_07920.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08190.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08190.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08220.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08220.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08250.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08250.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08280.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08280.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08310.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08310.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08340.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08340.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08370.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08370.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08400.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08400.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08430.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08430.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08460.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08460.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08490.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08490.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08520.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08520.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08550.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08550.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08580.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08580.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08610.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08610.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_08640.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_08640.png
